reservation_id,customer_id,nombre_cliente,email,pais,restaurant_id,date_id,channel_id,guests,total_spent,status
R0304,C1035,Paul Campbell,lwalsh@yahoo.com,Saint Helena,REST003,D20250813,CH1,1,91.84,Confirmada
R1238,C1462,Gregory Anderson,sarah55@hotmail.com,Bahamas,REST001,D20250827,CH3,3,0.0,No Show
R2572,C1891,William Wood,bartonchristine@gmail.com,Seychelles,REST002,D20250815,CH1,3,143.18,Confirmada
R1657,C1007,Joshua Marks,kelseyflores@frazier.com,Saint Kitts and Nevis,REST004,D20250817,CH1,5,922.78,Confirmada
R0665,C1221,Morgan Thomas,nathanieltaylor@chase.com,Cambodia,REST002,D20250810,CH1,1,282.94,Confirmada
R1691,C1659,Ryan Roberts,marythomas@yahoo.com,Greece,REST004,D20250818,CH1,3,597.81,Confirmada
R0221,C1601,Katie Hess,luishenson@sampson.net,Libyan Arab Jamahiriya,REST004,D20250827,CH3,3,0.0,Cancelada
R1627,C1645,Aimee Mills,kimberlyhall@hotmail.com,British Indian Ocean Territory (Chagos Archipelago),REST002,D20250827,CH1,1,222.42,Confirmada
R1189,C1078,Monica Miller,marshalljane@delgado-forbes.com,Equatorial Guinea,REST004,D20250826,CH2,2,517.78,Confirmada
R1456,C1770,Heather Johnson,dawn63@wells.com,British Virgin Islands,REST003,D20250826,CH2,5,818.44,Confirmada
R0450,C1583,Brian Frost,claytonmegan@sutton-fox.com,Costa Rica,REST002,D20250815,CH2,2,590.95,Confirmada
R2003,C1852,Kelly Sanchez,wwalter@hotmail.com,Morocco,REST001,D20250820,CH1,4,176.04,Confirmada
R2617,C1963,Cynthia Arnold,ywhite@harris-williams.com,Kazakhstan,REST002,D20250813,CH1,5,467.32,Confirmada
R0085,C1794,Deanna Olson,jonesleroy@alvarez.com,Saint Helena,REST003,D20250811,CH2,5,655.31,Confirmada
R0942,C1939,Anna Anthony,victor86@thompson.com,Vanuatu,REST002,D20250811,CH2,3,164.03,Confirmada
R0962,C1167,Connie Maxwell,ashleygarcia@gmail.com,Bouvet Island (Bouvetoya),REST004,D20250820,CH1,1,290.43,Confirmada
R0842,C1290,Rachel Tyler,jonathan40@hotmail.com,Luxembourg,REST001,D20250817,CH3,2,0.0,Cancelada
R1327,C1235,Heather Knight,jeffrey00@gmail.com,Brazil,REST001,D20250818,CH2,1,68.78,Confirmada
R2379,C1590,Gregory Myers,robertbarr@hotmail.com,Dominican Republic,REST004,D20250811,CH2,1,140.75,Confirmada
R2431,C1104,Michael Bradley,brownolivia@pugh.info,Slovakia (Slovak Republic),REST004,D20250818,CH3,2,0.0,Cancelada
R1374,C1781,Steven Mclean,jonesstephen@sandoval.com,Brunei Darussalam,REST001,D20250813,CH1,1,43.35,Confirmada
R0291,C1593,Anthony Duncan,omartinez@marks.com,Bhutan,REST002,D20250822,CH2,3,0.0,Cancelada
R1868,C1806,James Barker,deborah38@perry.com,Denmark,REST001,D20250815,CH1,4,599.99,Confirmada
R1555,C1348,Randy Smith,angelicadavenport@hotmail.com,Cote d'Ivoire,REST004,D20250815,CH1,5,761.96,Confirmada
R0605,C1585,Seth Noble,ashley46@maxwell.com,India,REST002,D20250815,CH1,3,301.47,Confirmada
R2033,C1496,Donna Holloway,harrisnicole@mack-ramirez.com,Palestinian Territory,REST002,D20250811,CH1,2,0.0,Cancelada
R0917,C1094,Roy Carter,myoung@hotmail.com,Micronesia,REST004,D20250826,CH2,5,0.0,No Show
R2633,C1307,Lisa Compton,pattersonjohn@hines-castillo.com,Dominican Republic,REST002,D20250825,CH2,3,319.23,Confirmada
R2338,C1458,Anthony Lee,callahanlynn@rios.org,Iran,REST004,D20250820,CH3,4,0.0,Cancelada
R2099,C1999,Crystal Brown,thomas62@gmail.com,Morocco,REST003,D20250826,CH3,1,118.81,Confirmada
R2438,C1753,Elizabeth Allen,aprilharrison@thompson-murphy.com,Bolivia,REST002,D20250827,CH1,1,135.14,Confirmada
R0822,C1705,Nicholas Pena,cassandra50@diaz-anderson.biz,Maldives,REST003,D20250815,CH1,2,218.25,Confirmada
R2470,C1538,Christopher Barr,monica29@yahoo.com,Faroe Islands,REST003,D20250811,CH1,1,0.0,Cancelada
R1001,C1225,Dana Bradley,nicholas50@hotmail.com,Chile,REST001,D20250812,CH1,2,276.16,Confirmada
R1704,C1310,Donna Ramirez,barneslisa@alexander-clark.com,El Salvador,REST002,D20250811,CH3,4,653.93,Confirmada
R0019,C1870,Mrs. Dawn Adams,glenda49@hernandez.org,Benin,REST003,D20250818,CH1,5,1179.35,Confirmada
R1778,C1565,Rebekah Harris,samanthahernandez@gmail.com,Uzbekistan,REST002,D20250823,CH2,2,102.49,Confirmada
R1209,C1138,Brooke Hawkins,edward61@sanchez-conway.org,Guatemala,REST004,D20250814,CH2,3,0.0,Cancelada
R2561,C1230,Michael Silva,martha46@johnson.net,Lebanon,REST003,D20250826,CH1,2,306.32,Confirmada
R1937,C1574,Charles Moore,kcarlson@hotmail.com,Nepal,REST002,D20250821,CH3,2,501.07,Confirmada
R1719,C1850,Preston Flowers,jessica23@yahoo.com,Guam,REST003,D20250811,CH1,3,0.0,No Show
R1428,C1804,Andrew Thornton,dnunez@diaz-taylor.info,Kyrgyz Republic,REST001,D20250824,CH2,5,1142.81,Confirmada
R2242,C1036,Adam Adkins,callen@hotmail.com,Greenland,REST002,D20250814,CH1,3,0.0,Cancelada
R2311,C1362,Megan Silva,aknight@gmail.com,Cook Islands,REST002,D20250822,CH2,1,40.83,Confirmada
R1358,C1971,Tamara Frye,vwilkinson@cooper-arellano.com,Ukraine,REST004,D20250814,CH1,3,818.8,Confirmada
R2058,C1672,Corey Gomez,tonya31@hunter.com,Pakistan,REST004,D20250816,CH2,3,416.12,Confirmada
R0361,C1272,Brandon Bennett,kelly60@turner.com,Greenland,REST001,D20250817,CH3,4,128.98,Confirmada
R2271,C1628,Janice Rose,steventurner@perez-holmes.net,Madagascar,REST004,D20250817,CH2,1,261.06,Confirmada
R2085,C1558,Christopher Jones,ijacobson@robbins.com,San Marino,REST003,D20250823,CH2,3,791.8,Confirmada
R1565,C1210,Stephen Jones,jasonmiller@meadows.net,Saint Lucia,REST001,D20250814,CH3,5,945.78,Confirmada
R0345,C1012,Linda Willis,smithmary@smith-patterson.com,Panama,REST001,D20250827,CH2,2,386.61,Confirmada
R0987,C1656,Julia Sims,barry53@davis-marshall.com,Slovenia,REST002,D20250812,CH3,2,446.61,Confirmada
R1261,C1078,Monica Miller,marshalljane@delgado-forbes.com,Equatorial Guinea,REST004,D20250818,CH2,4,292.26,Confirmada
R1714,C1203,Marie Richards,nicholasrose@gmail.com,Isle of Man,REST001,D20250821,CH1,2,257.58,Confirmada
R1721,C1221,Morgan Thomas,nathanieltaylor@chase.com,Cambodia,REST004,D20250820,CH2,1,226.26,Confirmada
R2647,C1630,Richard Brooks,cookamy@barker.com,Congo,REST003,D20250820,CH1,2,0.0,Cancelada
R2887,C1074,Nathaniel Odonnell,mclaughlinmark@gmail.com,Cote d'Ivoire,REST001,D20250819,CH3,2,422.34,Confirmada
R1576,C1882,Angela Stewart,casey86@jones.info,France,REST003,D20250823,CH3,4,588.95,Confirmada
R0086,C1364,Steven Jackson,jayirwin@hotmail.com,Singapore,REST001,D20250810,CH1,5,913.83,Confirmada
R2064,C1684,Joseph Merritt,phillipsrobert@hotmail.com,New Caledonia,REST003,D20250817,CH2,3,504.05,Confirmada
R0669,C1674,Jennifer Anderson,huffmankayla@hotmail.com,Malaysia,REST001,D20250824,CH1,5,0.0,Cancelada
R1015,C1495,James Smith,pmiller@gonzalez.com,Kyrgyz Republic,REST003,D20250822,CH2,5,556.64,Confirmada
R0129,C1951,Sarah Harris,julievelasquez@yahoo.com,Western Sahara,REST001,D20250822,CH1,4,719.27,Confirmada
R1874,C1588,Breanna Fisher,mcguirealyssa@wright.org,Puerto Rico,REST003,D20250821,CH3,3,365.23,Confirmada
R1147,C1285,Aaron Brown,david14@gmail.com,Palestinian Territory,REST002,D20250816,CH3,1,0.0,Cancelada
R0892,C1167,Connie Maxwell,ashleygarcia@gmail.com,Bouvet Island (Bouvetoya),REST004,D20250818,CH1,1,128.49,Confirmada
R2472,C1583,Brian Frost,claytonmegan@sutton-fox.com,Costa Rica,REST001,D20250818,CH3,1,158.5,Confirmada
R0308,C1049,Zachary Li,angelica66@hotmail.com,Colombia,REST001,D20250813,CH2,3,0.0,Cancelada
R0384,C1739,Christopher Johnson,wayne06@roberts.com,Palau,REST001,D20250826,CH3,4,573.02,Confirmada
R1834,C1999,Crystal Brown,thomas62@gmail.com,Morocco,REST004,D20250824,CH2,3,343.68,Confirmada
R1128,C1356,Robert Edwards,hallstephanie@gmail.com,Cayman Islands,REST001,D20250813,CH3,3,0.0,Cancelada
R0427,C1306,Laura Collins,randall98@gmail.com,Hungary,REST001,D20250824,CH3,4,0.0,No Show
R0495,C1948,Ryan Harvey,hlawson@hanson.org,Gambia,REST003,D20250823,CH3,1,223.2,Confirmada
R1566,C1121,Christopher Davenport,jjohnson@chavez.info,El Salvador,REST003,D20250820,CH2,3,75.9,Confirmada
R2792,C1510,Isabella Thompson,pvalencia@rivera.net,Peru,REST001,D20250823,CH3,1,293.69,Confirmada
R2612,C1632,Michael Young,jasmine37@weiss.org,Palestinian Territory,REST002,D20250814,CH1,5,594.03,Confirmada
R1252,C1955,Danielle Hayes,sarastanley@rogers.com,Malaysia,REST001,D20250824,CH2,5,459.68,Confirmada
R1296,C1559,Michael Moore,alyssa68@gmail.com,Serbia,REST003,D20250823,CH3,1,0.0,Cancelada
R0276,C1631,Julia Taylor,khernandez@reed.biz,Cyprus,REST001,D20250821,CH3,5,1194.51,Confirmada
R0490,C1612,Courtney Bennett,antoniobarr@gmail.com,New Zealand,REST003,D20250813,CH1,4,0.0,Cancelada
R1958,C1873,Timothy Maxwell,rachelromero@guzman.com,Uganda,REST001,D20250820,CH3,2,238.01,Confirmada
R0691,C1238,Michael Estrada,zacharyburns@small-roberts.info,Cambodia,REST004,D20250825,CH3,3,784.92,Confirmada
R2052,C1934,Michele Greer,brandonrogers@hotmail.com,Cook Islands,REST001,D20250825,CH2,3,442.99,Confirmada
R2239,C1286,Felicia Waters,kimberly96@gmail.com,Thailand,REST004,D20250811,CH1,4,568.6,Confirmada
R1243,C1114,Larry Montoya,jknight@gmail.com,Pakistan,REST001,D20250822,CH2,5,1059.01,Confirmada
R2674,C1854,Sherry Reed,cjackson@munoz.com,El Salvador,REST004,D20250810,CH3,4,0.0,No Show
R2080,C1519,Martha Hernandez,julie95@yahoo.com,Solomon Islands,REST004,D20250818,CH2,4,504.31,Confirmada
R1059,C1075,Elijah Lopez,jonespaul@hotmail.com,Libyan Arab Jamahiriya,REST003,D20250810,CH1,3,347.34,Confirmada
R0119,C1922,Kimberly Montes,cody67@gmail.com,Kiribati,REST004,D20250818,CH2,2,224.86,Confirmada
R1996,C1200,Maria Neal,bfernandez@yahoo.com,Central African Republic,REST004,D20250812,CH1,4,566.29,Confirmada
R2286,C1556,Edward Jones,traceywilson@banks.org,Mali,REST002,D20250826,CH1,5,973.08,Confirmada
R0282,C1637,Shelly Hoffman,fordalbert@day-kim.com,French Polynesia,REST003,D20250822,CH2,4,220.83,Confirmada
R2808,C1762,Tina Williams,andrewschloe@gmail.com,United States Minor Outlying Islands,REST001,D20250824,CH1,5,1132.97,Confirmada
R2336,C1462,Gregory Anderson,sarah55@hotmail.com,Bahamas,REST001,D20250812,CH1,2,417.82,Confirmada
R2763,C1344,John Lee,jessica21@warren.net,Liechtenstein,REST003,D20250826,CH2,5,751.39,Confirmada
R2946,C1662,Cynthia King,leonard28@burns-mcdaniel.com,Kenya,REST004,D20250820,CH1,5,1137.55,Confirmada
R1180,C1818,Ricky Davies,rodriguezjennifer@escobar.com,Argentina,REST001,D20250814,CH2,1,201.51,Confirmada
R1603,C1581,Jamie Moore,cwilliams@chen.info,Bangladesh,REST004,D20250820,CH3,4,1054.32,Confirmada
R2117,C1687,John Green,whiteshane@knight.com,Anguilla,REST001,D20250815,CH3,4,0.0,Cancelada
R0305,C1558,Christopher Jones,ijacobson@robbins.com,San Marino,REST002,D20250822,CH3,1,167.42,Confirmada
R1845,C1985,Samantha Coleman,shafferjesse@moore.com,Slovakia (Slovak Republic),REST003,D20250816,CH3,1,125.26,Confirmada
R1357,C1853,Robert Perez,wardmarcus@cook-cervantes.info,Sweden,REST003,D20250826,CH3,3,0.0,Cancelada
R2437,C1452,Elizabeth Garcia,connorchen@lee.info,Egypt,REST004,D20250823,CH1,5,1131.92,Confirmada
R0576,C1084,Donna Avila,zwilson@gmail.com,Singapore,REST001,D20250812,CH1,2,154.0,Confirmada
R1872,C1970,Dakota Rogers,robert35@brooks.com,Cyprus,REST001,D20250819,CH3,2,389.31,Confirmada
R2846,C1420,Darrell Gonzalez,melissa80@yahoo.com,Korea,REST002,D20250824,CH1,2,0.0,Cancelada
R2624,C1194,Dawn Shaw,krystalschmidt@yahoo.com,Cote d'Ivoire,REST002,D20250822,CH1,1,178.32,Confirmada
R1418,C1824,Stacey Jones,andrewsnow@chambers.com,Egypt,REST002,D20250826,CH2,1,178.41,Confirmada
R1796,C1532,Jeremy Perez,ramirezamanda@hall.com,Slovakia (Slovak Republic),REST004,D20250815,CH2,2,57.56,Confirmada
R0844,C1558,Christopher Jones,ijacobson@robbins.com,San Marino,REST001,D20250813,CH2,4,240.69,Confirmada
R2813,C1584,Taylor Mueller,tarashelton@yahoo.com,Vanuatu,REST003,D20250825,CH1,4,0.0,Cancelada
R0270,C1380,Timothy Obrien,andrewcastillo@hotmail.com,Ethiopia,REST001,D20250824,CH2,5,236.35,Confirmada
R0630,C1594,Tracy Richmond,tjohnson@goodwin.biz,Cocos (Keeling) Islands,REST003,D20250812,CH3,5,0.0,Cancelada
R1034,C1823,Gilbert Kerr,aconley@yahoo.com,Antarctica (the territory South of 60 deg S),REST001,D20250813,CH2,4,695.68,Confirmada
R0287,C1653,Crystal Lopez,stevenhayes@bryant-gilbert.com,French Guiana,REST001,D20250825,CH1,3,0.0,No Show
R2212,C1232,Jacob Anderson,donaldfisher@yahoo.com,Togo,REST002,D20250826,CH2,1,0.0,No Show
R0301,C1538,Christopher Barr,monica29@yahoo.com,Faroe Islands,REST002,D20250824,CH1,4,399.06,Confirmada
R1511,C1448,Carolyn Ortiz,norrissarah@hotmail.com,Swaziland,REST002,D20250819,CH3,3,317.24,Confirmada
R1812,C1167,Connie Maxwell,ashleygarcia@gmail.com,Bouvet Island (Bouvetoya),REST003,D20250822,CH3,3,0.0,No Show
R0066,C1288,Michael Osborne,thomas66@gmail.com,Ireland,REST004,D20250814,CH2,2,305.14,Confirmada
R2398,C1217,Mr. Jason Mitchell,gardnerrobert@edwards-shaw.info,Antigua and Barbuda,REST001,D20250820,CH2,5,509.97,Confirmada
R0891,C1541,Michael Henderson,rbrooks@taylor-sanders.org,Brunei Darussalam,REST004,D20250827,CH1,3,204.34,Confirmada
R1768,C1016,Dawn Gregory,joshuamatthews@lyons-lam.net,Portugal,REST003,D20250825,CH1,1,196.41,Confirmada
R1732,C1215,Priscilla Stout,jwhite@ortiz-mack.net,Nicaragua,REST003,D20250817,CH3,5,522.08,Confirmada
R1377,C1932,Alison Carpenter,mhayden@yahoo.com,Netherlands,REST003,D20250812,CH3,5,1046.25,Confirmada
R0231,C1585,Seth Noble,ashley46@maxwell.com,India,REST003,D20250818,CH2,3,0.0,Cancelada
R0504,C1548,Christopher Holden,matthew67@reynolds.org,Ireland,REST004,D20250822,CH1,5,0.0,Cancelada
R2460,C1998,Cody Peters,ecook@todd-carlson.biz,Palestinian Territory,REST004,D20250820,CH3,5,822.88,Confirmada
R1351,C1949,Annette Moore,myates@hotmail.com,Bahrain,REST004,D20250817,CH3,1,70.58,Confirmada
R1445,C1794,Deanna Olson,jonesleroy@alvarez.com,Saint Helena,REST002,D20250814,CH1,3,0.0,Cancelada
R2552,C1312,Daniel Smith,michelle25@watkins.info,Finland,REST002,D20250824,CH1,4,0.0,Cancelada
R1005,C1209,Kyle Medina,ismith@chandler-yang.net,Italy,REST004,D20250814,CH1,4,0.0,Cancelada
R0837,C1946,Andrea Bailey,mcdowellchristine@morris.info,Brazil,REST002,D20250815,CH1,5,1336.58,Confirmada
R1589,C1094,Roy Carter,myoung@hotmail.com,Micronesia,REST004,D20250815,CH1,4,1144.68,Confirmada
R0375,C1011,Dawn Mathis,brenda14@yahoo.com,France,REST002,D20250826,CH2,2,0.0,Cancelada
R1353,C1395,Matthew Boyd MD,daniel74@edwards.com,British Virgin Islands,REST002,D20250822,CH2,3,0.0,No Show
R2111,C1367,Brittany Williams,clintonday@perez.info,Philippines,REST002,D20250818,CH1,3,758.79,Confirmada
R1787,C1662,Cynthia King,leonard28@burns-mcdaniel.com,Kenya,REST002,D20250815,CH2,4,219.7,Confirmada
R1804,C1135,Rebecca Robles,rzhang@matthews.com,Fiji,REST004,D20250822,CH3,5,1217.12,Confirmada
R2072,C1165,John Butler,fstewart@hotmail.com,Brazil,REST001,D20250821,CH3,2,308.26,Confirmada
R0752,C1021,Joshua Barnes,hkelley@yahoo.com,Maldives,REST002,D20250815,CH2,5,0.0,Cancelada
R0100,C1250,Antonio Martinez,wpaul@fox-garrett.com,British Virgin Islands,REST003,D20250822,CH1,2,530.93,Confirmada
R1724,C1939,Anna Anthony,victor86@thompson.com,Vanuatu,REST001,D20250819,CH2,5,1182.02,Confirmada
R0867,C1314,Kevin Bartlett,danielle84@hotmail.com,Mayotte,REST001,D20250824,CH2,5,500.26,Confirmada
R0911,C1735,Gina Gonzalez,uwatkins@gmail.com,Uganda,REST002,D20250816,CH3,3,0.0,No Show
R2010,C1275,Joseph Fernandez,ujohnson@hotmail.com,Bhutan,REST001,D20250814,CH1,3,409.22,Confirmada
R0530,C1251,Bethany Barrera,micheleoliver@hotmail.com,Uganda,REST002,D20250820,CH2,1,0.0,Cancelada
R0637,C1371,Joseph Lawrence,smithanna@higgins-short.com,Ethiopia,REST001,D20250824,CH3,5,0.0,Cancelada
R0186,C1575,Amy Davis,lopezjeremy@salas-smith.biz,Liberia,REST001,D20250811,CH2,5,826.48,Confirmada
R1188,C1527,Kathleen Miller,jessecruz@yahoo.com,Mauritius,REST001,D20250812,CH2,4,222.36,Confirmada
R1972,C1769,Ian Castillo,tanyagreene@hotmail.com,Mali,REST003,D20250822,CH3,1,293.16,Confirmada
R0932,C1012,Linda Willis,smithmary@smith-patterson.com,Panama,REST002,D20250827,CH3,2,61.82,Confirmada
R1382,C1364,Steven Jackson,jayirwin@hotmail.com,Singapore,REST004,D20250821,CH3,1,184.02,Confirmada
R2296,C1357,Michelle Mcgee,bauerfelicia@yahoo.com,Japan,REST002,D20250821,CH1,5,0.0,Cancelada
R2383,C1855,Jon Hubbard,vfernandez@newman.org,Venezuela,REST001,D20250827,CH2,1,0.0,No Show
R2402,C1989,Dr. Johnny Hernandez,andrebolton@hotmail.com,Georgia,REST002,D20250815,CH1,2,419.61,Confirmada
R2000,C1961,Kenneth Dunn,george89@hotmail.com,Cote d'Ivoire,REST002,D20250825,CH3,2,286.21,Confirmada
R0608,C1718,Jason Johnson,brian06@hotmail.com,Mayotte,REST003,D20250819,CH2,5,1451.02,Confirmada
R2897,C1273,Jillian White,robertjones@stephens.org,Korea,REST002,D20250815,CH1,5,1343.31,Confirmada
R0152,C1215,Priscilla Stout,jwhite@ortiz-mack.net,Nicaragua,REST001,D20250824,CH2,5,1285.03,Confirmada
R1284,C1978,Tony Espinoza,lpatel@yahoo.com,Ghana,REST004,D20250815,CH2,5,1395.4,Confirmada
R2263,C1420,Darrell Gonzalez,melissa80@yahoo.com,Korea,REST004,D20250826,CH3,4,0.0,Cancelada
R0732,C1104,Michael Bradley,brownolivia@pugh.info,Slovakia (Slovak Republic),REST003,D20250813,CH2,5,1102.47,Confirmada
R1338,C1478,Timothy Palmer,elizabethlewis@melton.biz,British Indian Ocean Territory (Chagos Archipelago),REST001,D20250826,CH1,3,143.8,Confirmada
R1599,C1207,Richard Lee,lindseybrett@johnson.com,Sri Lanka,REST003,D20250819,CH1,1,133.16,Confirmada
R2841,C1478,Timothy Palmer,elizabethlewis@melton.biz,British Indian Ocean Territory (Chagos Archipelago),REST001,D20250821,CH1,3,0.0,No Show
R0024,C1472,Alyssa Wright,derek43@williams-king.com,Ukraine,REST004,D20250816,CH2,3,162.55,Confirmada
R2858,C1648,Julie Nelson,whitematthew@rogers-pope.com,Uruguay,REST004,D20250822,CH2,1,184.66,Confirmada
R0159,C1404,Melissa Mitchell,garciaerica@stewart-clements.info,Sierra Leone,REST001,D20250823,CH2,3,155.12,Confirmada
R0862,C1326,Nathan Marshall,lisasparks@gmail.com,Congo,REST003,D20250824,CH1,4,207.17,Confirmada
R0903,C1317,Amanda Powell MD,scochran@hotmail.com,Yemen,REST003,D20250825,CH2,3,499.66,Confirmada
R2656,C1705,Nicholas Pena,cassandra50@diaz-anderson.biz,Maldives,REST002,D20250823,CH3,1,35.67,Confirmada
R2938,C1355,Kimberly Ellis,mary83@hotmail.com,Greenland,REST002,D20250825,CH2,5,1377.72,Confirmada
R0445,C1034,Jason Callahan,wyattcaldwell@yahoo.com,New Caledonia,REST001,D20250826,CH1,5,145.7,Confirmada
R2939,C1143,Allison Dunn,gutierrezlori@hotmail.com,Kuwait,REST004,D20250810,CH3,1,0.0,No Show
R0755,C1244,David Aguilar,yhenderson@conway-castaneda.org,Czech Republic,REST003,D20250812,CH1,5,742.77,Confirmada
R0924,C1847,Anthony Nguyen,orrapril@carr.biz,Congo,REST001,D20250811,CH2,2,116.92,Confirmada
R2971,C1319,Stephen Wood,ecampbell@shah.biz,Northern Mariana Islands,REST002,D20250813,CH3,5,836.65,Confirmada
R2103,C1047,Laura Davis,taylorjohn@hotmail.com,Seychelles,REST003,D20250814,CH1,1,0.0,No Show
R0312,C1508,Jasmin Scott,gregoryjoshua@gmail.com,Qatar,REST004,D20250811,CH3,3,388.36,Confirmada
R0549,C1735,Gina Gonzalez,uwatkins@gmail.com,Uganda,REST002,D20250823,CH2,3,0.0,Cancelada
R1946,C1559,Michael Moore,alyssa68@gmail.com,Serbia,REST003,D20250825,CH1,2,141.02,Confirmada
R1457,C1532,Jeremy Perez,ramirezamanda@hall.com,Slovakia (Slovak Republic),REST003,D20250827,CH2,4,364.64,Confirmada
R0307,C1151,Theresa Johnson,jonesedward@gmail.com,Reunion,REST003,D20250825,CH2,2,547.3,Confirmada
R0288,C1703,Janet Smith,thomasparrish@yahoo.com,San Marino,REST001,D20250815,CH1,2,129.2,Confirmada
R0695,C1945,Erin Jimenez,sosafrances@franklin-russell.net,Panama,REST004,D20250816,CH2,5,639.84,Confirmada
R0309,C1914,Brittany Odom,kathleen66@yahoo.com,Panama,REST004,D20250813,CH3,2,0.0,Cancelada
R2321,C1683,Chelsea Garcia,nicole33@hotmail.com,Croatia,REST003,D20250825,CH2,3,695.41,Confirmada
R0750,C1246,Jonathan Jones,kvilla@arias.com,Turkey,REST003,D20250821,CH3,2,234.61,Confirmada
R2816,C1656,Julia Sims,barry53@davis-marshall.com,Slovenia,REST001,D20250825,CH3,3,0.0,Cancelada
R1240,C1135,Rebecca Robles,rzhang@matthews.com,Fiji,REST002,D20250814,CH3,3,197.44,Confirmada
R0909,C1283,Jennifer Cook,eddie30@hotmail.com,Sao Tome and Principe,REST002,D20250812,CH3,2,211.39,Confirmada
R1881,C1211,Megan Miller,tmeadows@gmail.com,Indonesia,REST001,D20250817,CH2,5,0.0,Cancelada
R2381,C1583,Brian Frost,claytonmegan@sutton-fox.com,Costa Rica,REST004,D20250819,CH3,1,116.72,Confirmada
R1407,C1636,Michelle Walker,joseph38@woods.com,Finland,REST001,D20250818,CH2,2,0.0,Cancelada
R2495,C1569,Matthew Garza,david83@yahoo.com,Brunei Darussalam,REST002,D20250825,CH1,5,0.0,Cancelada
R0971,C1188,Heather Lara,richard82@anderson.org,Latvia,REST002,D20250810,CH2,4,0.0,Cancelada
R0014,C1343,Tiffany Carey,bryantmelissa@yahoo.com,Philippines,REST001,D20250810,CH1,5,1481.64,Confirmada
R0874,C1914,Brittany Odom,kathleen66@yahoo.com,Panama,REST004,D20250826,CH3,4,727.76,Confirmada
R0809,C1727,Karen Stevens,jennifer33@gmail.com,Burkina Faso,REST004,D20250823,CH1,2,510.3,Confirmada
R2579,C1838,Amanda Norris,dennis41@gmail.com,Seychelles,REST004,D20250819,CH3,3,0.0,No Show
R0515,C1289,Samantha Mills,stephenharper@williams.com,Syrian Arab Republic,REST001,D20250827,CH3,2,128.83,Confirmada
R2414,C1968,Samantha Miller,lunadawn@holland.com,Australia,REST002,D20250820,CH2,1,0.0,Cancelada
R0410,C1922,Kimberly Montes,cody67@gmail.com,Kiribati,REST004,D20250818,CH1,4,0.0,Cancelada
R2834,C1493,Linda Brown,qjohnson@arnold-wilson.com,Switzerland,REST002,D20250824,CH1,3,858.92,Confirmada
R2260,C1891,William Wood,bartonchristine@gmail.com,Seychelles,REST002,D20250824,CH2,5,1338.3,Confirmada
R2824,C1222,Brianna Gonzales,angelortiz@morgan-morgan.net,United States of America,REST004,D20250814,CH2,1,231.89,Confirmada
R1226,C1408,Lance Price,kingjesse@rich.com,Algeria,REST001,D20250816,CH2,4,477.52,Confirmada
R1656,C1004,Samantha Rodriguez,jpeters@hotmail.com,Tajikistan,REST002,D20250822,CH3,2,105.45,Confirmada
R1611,C1479,Christopher Roach,joelpadilla@rivera.org,Philippines,REST004,D20250815,CH1,5,893.82,Confirmada
R0383,C1313,Zachary Moreno,darius88@yahoo.com,Norway,REST003,D20250815,CH2,5,0.0,Cancelada
R2107,C1009,Gilbert Bates,ryan82@blanchard-holt.com,Comoros,REST002,D20250811,CH2,1,299.12,Confirmada
R2188,C1715,Samuel Hanna,rebeccaflynn@hotmail.com,Luxembourg,REST004,D20250820,CH1,5,1439.18,Confirmada
R1622,C1646,Zachary Harrell,fraziermelanie@hotmail.com,Azerbaijan,REST002,D20250817,CH1,2,141.17,Confirmada
R2832,C1766,Jonathon Sheppard,jwalker@hotmail.com,Saudi Arabia,REST001,D20250821,CH3,4,536.02,Confirmada
R0553,C1831,Shawn Singh,guy18@maddox-lee.com,Jersey,REST001,D20250821,CH3,4,0.0,No Show
R0223,C1322,Nicholas Maldonado,johnsondaniel@hotmail.com,Qatar,REST002,D20250817,CH1,5,0.0,No Show
R1097,C1028,Robert Oconnell,collinserika@gmail.com,Swaziland,REST004,D20250820,CH2,3,0.0,Cancelada
R2755,C1648,Julie Nelson,whitematthew@rogers-pope.com,Uruguay,REST003,D20250823,CH2,1,114.32,Confirmada
R0009,C1205,Sarah Peterson,christopher48@hall.com,United Arab Emirates,REST004,D20250826,CH3,4,118.52,Confirmada
R1477,C1499,Tina Hill,zgonzales@fitzpatrick-caldwell.info,Djibouti,REST003,D20250819,CH3,2,499.52,Confirmada
R0317,C1955,Danielle Hayes,sarastanley@rogers.com,Malaysia,REST001,D20250814,CH3,4,1011.69,Confirmada
R0428,C1661,Nicole Jones,roblesthomas@hotmail.com,Eritrea,REST002,D20250826,CH2,3,581.58,Confirmada
R1986,C1701,Anthony Harrison,foxjennifer@gmail.com,Niue,REST002,D20250824,CH3,2,268.48,Confirmada
R0106,C1050,Christopher Rodriguez,elliskelly@anderson.com,Cuba,REST003,D20250822,CH1,5,280.82,Confirmada
R2016,C1524,Caitlyn Adkins,njohnson@fernandez-macias.com,Fiji,REST002,D20250816,CH3,3,287.69,Confirmada
R0143,C1724,Kathryn Nichols,christopher73@craig.org,Sweden,REST003,D20250814,CH1,5,329.12,Confirmada
R0122,C1725,Michael Robertson,ramirezsteven@gmail.com,Malta,REST003,D20250823,CH1,4,494.93,Confirmada
